,State,Year,Quarter,District,RegisteredUser,AppOpens
10196,Odisha,2020,2,nayagarh district,157747,3696555
10197,Odisha,2020,2,nabarangpur district,62742,1303051
10198,Odisha,2020,2,kendrapara district,226451,5599454
10199,Odisha,2020,2,cuttack district,624922,13997247
10200,Odisha,2020,3,rayagada district,126410,3762788
10201,Odisha,2020,3,koraput district,141282,3437166
10202,Odisha,2020,3,malkangiri district,47520,1095975
10203,Odisha,2020,3,sambalpur district,219120,5114268
10204,Odisha,2020,3,kalahandi district,178315,4193630
10205,Odisha,2020,3,anugul district,270460,6884775
10206,Odisha,2020,3,ganjam district,611699,16162114
10207,Odisha,2020,3,jajapur district,417525,11824235
10208,Odisha,2020,3,bargarh district,184711,3628788
10209,Odisha,2020,3,dhenkanal district,218003,5681950
10210,Odisha,2020,3,bhadrak district,314312,8166867
10211,Odisha,2020,3,nuapada district,59403,1258669
10212,Odisha,2020,3,kendujhar district,302384,7716764
10213,Odisha,2020,3,mayurbhanj district,270844,5578497
10214,Odisha,2020,3,jharsuguda district,152813,4003243
10215,Odisha,2020,3,kandhamal district,69124,1578514
10216,Odisha,2020,3,deogarh district,31745,770291
10217,Odisha,2020,3,sundargarh district,381666,8667464
10218,Odisha,2020,3,jagatsinghapur district,257975,6866006
10219,Odisha,2020,3,balangir district,201628,4376520
10220,Odisha,2020,3,baleshwar district,481741,11256058
10221,Odisha,2020,3,puri district,369877,9556331
10222,Odisha,2020,3,sonepur district,81435,1721885
10223,Odisha,2020,3,khordha district,1232760,37649694
10224,Odisha,2020,3,boudh district,49769,1111802
10225,Odisha,2020,3,gajapati district,62087,1854939
10226,Odisha,2020,3,nayagarh district,170588,4500388
10227,Odisha,2020,3,nabarangpur district,70877,1618683
10228,Odisha,2020,3,kendrapara district,249580,7165704
10229,Odisha,2020,3,cuttack district,676102,18393658
10230,Odisha,2020,4,rayagada district,139714,5150470
10231,Odisha,2020,4,koraput district,157029,4690755
10232,Odisha,2020,4,malkangiri district,54166,1432194
10233,Odisha,2020,4,sambalpur district,238826,6917790
10234,Odisha,2020,4,kalahandi district,196340,5296877
10235,Odisha,2020,4,anugul district,293242,8883260
10236,Odisha,2020,4,ganjam district,669973,21285202
10237,Odisha,2020,4,jajapur district,451339,15145332
10238,Odisha,2020,4,bargarh district,202272,4624350
10239,Odisha,2020,4,dhenkanal district,236599,7290490
10240,Odisha,2020,4,bhadrak district,342034,10037935
10241,Odisha,2020,4,nuapada district,66020,1553389
10242,Odisha,2020,4,kendujhar district,328498,10002591
10243,Odisha,2020,4,mayurbhanj district,295929,7049868
10244,Odisha,2020,4,jharsuguda district,166109,5191792
10245,Odisha,2020,4,kandhamal district,77202,2083608
10246,Odisha,2020,4,deogarh district,34813,953637
10247,Odisha,2020,4,sundargarh district,418311,11577951
10248,Odisha,2020,4,jagatsinghapur district,280051,8638789
10249,Odisha,2020,4,balangir district,221229,5584366
10250,Odisha,2020,4,baleshwar district,520429,13732431
10251,Odisha,2020,4,puri district,402457,12511428
10252,Odisha,2020,4,sonepur district,88176,2109317
10253,Odisha,2020,4,khordha district,1323794,53302329
10254,Odisha,2020,4,boudh district,54203,1368082
10255,Odisha,2020,4,gajapati district,69150,2495923
10256,Odisha,2020,4,nayagarh district,184916,5735089
10257,Odisha,2020,4,nabarangpur district,79855,2148731
10258,Odisha,2020,4,kendrapara district,273289,8654637
10259,Odisha,2020,4,cuttack district,732786,24636680
10260,Odisha,2021,1,rayagada district,150744,5877848
10261,Odisha,2021,1,koraput district,169607,5295303
10262,Odisha,2021,1,malkangiri district,59019,1655456
10263,Odisha,2021,1,sambalpur district,256784,8185242
10264,Odisha,2021,1,kalahandi district,211780,6105047
10265,Odisha,2021,1,anugul district,315065,9789441
10266,Odisha,2021,1,ganjam district,721311,22659997
10267,Odisha,2021,1,jajapur district,484003,16338718
10268,Odisha,2021,1,bargarh district,217540,5256946
10269,Odisha,2021,1,dhenkanal district,253469,8034030
10270,Odisha,2021,1,bhadrak district,366825,10503983
10271,Odisha,2021,1,nuapada district,71558,1824578
10272,Odisha,2021,1,kendujhar district,352967,10953093
10273,Odisha,2021,1,mayurbhanj district,318465,7758426
10274,Odisha,2021,1,jharsuguda district,178481,5914718
10275,Odisha,2021,1,kandhamal district,83432,2180242
10276,Odisha,2021,1,deogarh district,37397,1031539
10277,Odisha,2021,1,sundargarh district,450776,12987159
10278,Odisha,2021,1,jagatsinghapur district,300122,9094056
10279,Odisha,2021,1,balangir district,238380,6473331
10280,Odisha,2021,1,baleshwar district,557273,14507340
10281,Odisha,2021,1,puri district,431553,13992697
10282,Odisha,2021,1,sonepur district,94551,2395249
10283,Odisha,2021,1,khordha district,1415897,63590946
10284,Odisha,2021,1,boudh district,58177,1553860
10285,Odisha,2021,1,gajapati district,74629,2771507
10286,Odisha,2021,1,nayagarh district,198238,5903431
10287,Odisha,2021,1,nabarangpur district,86833,2514529
10288,Odisha,2021,1,kendrapara district,293287,8928474
10289,Odisha,2021,1,cuttack district,784846,27238288
10290,Odisha,2021,2,rayagada district,161874,11968717
10291,Odisha,2021,2,koraput district,182181,12614422
10292,Odisha,2021,2,malkangiri district,63880,5010275
10293,Odisha,2021,2,sambalpur district,275001,11542753
10294,Odisha,2021,2,kalahandi district,227704,12075656
10295,Odisha,2021,2,anugul district,338114,13461863
10296,Odisha,2021,2,ganjam district,772409,27608178
10297,Odisha,2021,2,jajapur district,518570,15539082
10298,Odisha,2021,2,bargarh district,233243,9225430
10299,Odisha,2021,2,dhenkanal district,271626,11854300
10300,Odisha,2021,2,bhadrak district,392928,10893119
10301,Odisha,2021,2,nuapada district,77158,4903840
10302,Odisha,2021,2,kendujhar district,379263,19018016
10303,Odisha,2021,2,mayurbhanj district,342898,14693303
10304,Odisha,2021,2,jharsuguda district,191043,6410583
10305,Odisha,2021,2,kandhamal district,89548,5961388
10306,Odisha,2021,2,deogarh district,40332,3282902
10307,Odisha,2021,2,sundargarh district,482937,18200575
10308,Odisha,2021,2,jagatsinghapur district,321155,8665991
10309,Odisha,2021,2,balangir district,256186,12318530
10310,Odisha,2021,2,baleshwar district,596366,14433914
10311,Odisha,2021,2,puri district,462146,13385190
10312,Odisha,2021,2,sonepur district,101584,4584965
10313,Odisha,2021,2,khordha district,1511068,41038670
10314,Odisha,2021,2,boudh district,62600,3741556
10315,Odisha,2021,2,gajapati district,80263,6162465
10316,Odisha,2021,2,nayagarh district,212420,8448067
10317,Odisha,2021,2,nabarangpur district,93780,7567759
10318,Odisha,2021,2,kendrapara district,313828,9803145
10319,Odisha,2021,2,cuttack district,838924,23161840
10320,Odisha,2021,3,rayagada district,174728,16760831
10321,Odisha,2021,3,koraput district,196851,19367873
10322,Odisha,2021,3,malkangiri district,69669,7180765
10323,Odisha,2021,3,sambalpur district,296251,15869804
10324,Odisha,2021,3,kalahandi district,246601,17464237
10325,Odisha,2021,3,anugul district,364818,17878073
10326,Odisha,2021,3,ganjam district,831869,33950452
10327,Odisha,2021,3,jajapur district,558822,19161874
10328,Odisha,2021,3,bargarh district,252144,13182847
10329,Odisha,2021,3,dhenkanal district,292800,15108969
10330,Odisha,2021,3,bhadrak district,423068,13467683
10331,Odisha,2021,3,nuapada district,83716,7525872
10332,Odisha,2021,3,kendujhar district,410049,25107639
10333,Odisha,2021,3,mayurbhanj district,371425,20700116
10334,Odisha,2021,3,jharsuguda district,205663,8885748
10335,Odisha,2021,3,kandhamal district,96862,9090971
10336,Odisha,2021,3,deogarh district,43737,4653968
10337,Odisha,2021,3,sundargarh district,520155,25326483
10338,Odisha,2021,3,jagatsinghapur district,345234,10720210
10339,Odisha,2021,3,balangir district,277146,17707579
10340,Odisha,2021,3,baleshwar district,641826,18593887
10341,Odisha,2021,3,puri district,497069,17210743
10342,Odisha,2021,3,sonepur district,109924,6096184
10343,Odisha,2021,3,khordha district,1618171,54826366
10344,Odisha,2021,3,boudh district,67782,5211233
10345,Odisha,2021,3,gajapati district,86765,8993662
10346,Odisha,2021,3,nayagarh district,228677,10186197
10347,Odisha,2021,3,nabarangpur district,102244,11629745
10348,Odisha,2021,3,kendrapara district,337718,11487316
10349,Odisha,2021,3,cuttack district,900706,29532377
10350,Odisha,2021,4,rayagada district,187562,11692290
10351,Odisha,2021,4,koraput district,211160,12137241
10352,Odisha,2021,4,malkangiri district,75114,3760894
10353,Odisha,2021,4,sambalpur district,317259,15914880
10354,Odisha,2021,4,kalahandi district,264773,12924135
10355,Odisha,2021,4,anugul district,390981,17480548
10356,Odisha,2021,4,ganjam district,889686,43221176
10357,Odisha,2021,4,jajapur district,598043,31222102
10358,Odisha,2021,4,bargarh district,270113,11531339
10359,Odisha,2021,4,dhenkanal district,313502,14877091
10360,Odisha,2021,4,bhadrak district,452384,20733469
10361,Odisha,2021,4,nuapada district,90146,4390762
10362,Odisha,2021,4,kendujhar district,440078,21635153
10363,Odisha,2021,4,mayurbhanj district,399076,15901243
10364,Odisha,2021,4,jharsuguda district,220010,11963212
10365,Odisha,2021,4,kandhamal district,103926,4452108
10366,Odisha,2021,4,deogarh district,47096,1991762
10367,Odisha,2021,4,sundargarh district,556973,25758922
10368,Odisha,2021,4,jagatsinghapur district,368959,17301864
10369,Odisha,2021,4,balangir district,297438,13714912
10370,Odisha,2021,4,baleshwar district,685881,28631052
10371,Odisha,2021,4,puri district,531127,26165403
10372,Odisha,2021,4,sonepur district,117909,4637687
10373,Odisha,2021,4,khordha district,1725313,103883281
10374,Odisha,2021,4,boudh district,72717,2992225
10375,Odisha,2021,4,gajapati district,93201,5454899
10376,Odisha,2021,4,nayagarh district,244622,10314176
10377,Odisha,2021,4,nabarangpur district,110406,6115274
10378,Odisha,2021,4,kendrapara district,361439,17130729
10379,Odisha,2021,4,cuttack district,962341,49421617
10380,Odisha,2022,1,rayagada district,199745,27904765
10381,Odisha,2022,1,koraput district,224651,39781670
10382,Odisha,2022,1,malkangiri district,80251,18234967
10383,Odisha,2022,1,sambalpur district,337359,22839033
10384,Odisha,2022,1,kalahandi district,282939,30504810
10385,Odisha,2022,1,anugul district,416483,17717957
10386,Odisha,2022,1,ganjam district,946066,35224808
10387,Odisha,2022,1,jajapur district,636291,13870670
10388,Odisha,2022,1,bargarh district,288188,21570405
10389,Odisha,2022,1,dhenkanal district,334288,18904610
10390,Odisha,2022,1,bhadrak district,481063,11229503
10391,Odisha,2022,1,nuapada district,96377,14268956
10392,Odisha,2022,1,kendujhar district,469295,38823385
10393,Odisha,2022,1,mayurbhanj district,426398,37004061
10394,Odisha,2022,1,jharsuguda district,234082,10212241
10395,Odisha,2022,1,kandhamal district,110888,16470623
10396,Odisha,2022,1,deogarh district,50320,8099241
10397,Odisha,2022,1,sundargarh district,592346,40157197
10398,Odisha,2022,1,jagatsinghapur district,392154,6174742
10399,Odisha,2022,1,balangir district,317138,28639512
10400,Odisha,2022,1,baleshwar district,728990,15519468
10401,Odisha,2022,1,puri district,564442,14364283
10402,Odisha,2022,1,sonepur district,125997,10956996
10403,Odisha,2022,1,khordha district,1827307,23177026
10404,Odisha,2022,1,boudh district,77892,8481506
10405,Odisha,2022,1,gajapati district,99565,16191101
10406,Odisha,2022,1,nayagarh district,260324,11960161
10407,Odisha,2022,1,nabarangpur district,117939,27644841
10408,Odisha,2022,1,kendrapara district,384475,10109615
10409,Odisha,2022,1,cuttack district,1021526,17817312
10410,Odisha,2022,2,rayagada district,211140,31430424
10411,Odisha,2022,2,koraput district,237081,47274564
10412,Odisha,2022,2,malkangiri district,84884,19891279
10413,Odisha,2022,2,sambalpur district,356271,25229949
10414,Odisha,2022,2,kalahandi district,299472,32115481
10415,Odisha,2022,2,anugul district,440242,19193666
10416,Odisha,2022,2,ganjam district,999398,39525025
10417,Odisha,2022,2,jajapur district,672209,14113435
10418,Odisha,2022,2,bargarh district,304554,23608819
10419,Odisha,2022,2,dhenkanal district,353317,22673681
10420,Odisha,2022,2,bhadrak district,507695,11401607
10421,Odisha,2022,2,nuapada district,101852,15706025
10422,Odisha,2022,2,kendujhar district,496154,42781421
10423,Odisha,2022,2,mayurbhanj district,451049,41951412
10424,Odisha,2022,2,jharsuguda district,247348,10509895
10425,Odisha,2022,2,kandhamal district,117216,18747026
10426,Odisha,2022,2,deogarh district,53242,9142000
10427,Odisha,2022,2,sundargarh district,625606,44748581
10428,Odisha,2022,2,jagatsinghapur district,414004,6001985
10429,Odisha,2022,2,balangir district,335510,30546407
10430,Odisha,2022,2,baleshwar district,769737,16393327
10431,Odisha,2022,2,puri district,595694,13831227
10432,Odisha,2022,2,sonepur district,133295,10960661
10433,Odisha,2022,2,khordha district,1924289,22124501
10434,Odisha,2022,2,boudh district,82326,9202348
10435,Odisha,2022,2,gajapati district,105268,18586944
10436,Odisha,2022,2,nayagarh district,274898,13931319
10437,Odisha,2022,2,nabarangpur district,124828,31033185
10438,Odisha,2022,2,kendrapara district,406125,10419790
10439,Odisha,2022,2,cuttack district,1077286,17235109
10440,Odisha,2022,3,rayagada district,222586,33945163
10441,Odisha,2022,3,koraput district,249470,53647667
10442,Odisha,2022,3,malkangiri district,89362,23837496
10443,Odisha,2022,3,sambalpur district,375127,27943716
10444,Odisha,2022,3,kalahandi district,315775,40099719
10445,Odisha,2022,3,anugul district,464296,19729655
10446,Odisha,2022,3,ganjam district,1054407,38860922
10447,Odisha,2022,3,jajapur district,709685,13224455
10448,Odisha,2022,3,bargarh district,320560,27614270
10449,Odisha,2022,3,dhenkanal district,372560,23712251
10450,Odisha,2022,3,bhadrak district,535581,9788610
10451,Odisha,2022,3,nuapada district,107220,19020938
10452,Odisha,2022,3,kendujhar district,523219,43193575
10453,Odisha,2022,3,mayurbhanj district,475312,45099249
10454,Odisha,2022,3,jharsuguda district,260834,11635221
10455,Odisha,2022,3,kandhamal district,123544,20408655
10456,Odisha,2022,3,deogarh district,55962,8639893
10457,Odisha,2022,3,sundargarh district,658859,49671724
10458,Odisha,2022,3,jagatsinghapur district,436498,5968654
10459,Odisha,2022,3,balangir district,353484,39157906
10460,Odisha,2022,3,baleshwar district,812109,15492753
10461,Odisha,2022,3,puri district,627710,12891436
10462,Odisha,2022,3,sonepur district,140448,12360126
10463,Odisha,2022,3,khordha district,2025108,20626170
10464,Odisha,2022,3,boudh district,86776,11356098
10465,Odisha,2022,3,gajapati district,111136,18699712
10466,Odisha,2022,3,nayagarh district,290094,14922946
10467,Odisha,2022,3,nabarangpur district,131269,36138099
10468,Odisha,2022,3,kendrapara district,428410,10854747
10469,Odisha,2022,3,cuttack district,1135881,16934098
10470,Odisha,2022,4,rayagada district,233250,14316175
10471,Odisha,2022,4,koraput district,260639,16992431
10472,Odisha,2022,4,malkangiri district,93093,6342406
10473,Odisha,2022,4,sambalpur district,392612,21257755
10474,Odisha,2022,4,kalahandi district,330196,18366255
10475,Odisha,2022,4,anugul district,486514,22286387
10476,Odisha,2022,4,ganjam district,1105095,51733365
10477,Odisha,2022,4,jajapur district,743948,41705177
10478,Odisha,2022,4,bargarh district,334060,16393602
10479,Odisha,2022,4,dhenkanal district,389751,18946953
10480,Odisha,2022,4,bhadrak district,560896,26309764
10481,Odisha,2022,4,nuapada district,111771,6654100
10482,Odisha,2022,4,kendujhar district,547019,28270009
10483,Odisha,2022,4,mayurbhanj district,495920,22223760
10484,Odisha,2022,4,jharsuguda district,273411,15959473
10485,Odisha,2022,4,kandhamal district,129217,5092507
10486,Odisha,2022,4,deogarh district,58213,2499036
10487,Odisha,2022,4,sundargarh district,689753,36013906
10488,Odisha,2022,4,jagatsinghapur district,457355,21518826
10489,Odisha,2022,4,balangir district,369088,18504795
10490,Odisha,2022,4,baleshwar district,850800,38032263
10491,Odisha,2022,4,puri district,657668,32735944
10492,Odisha,2022,4,sonepur district,146518,6082316
10493,Odisha,2022,4,khordha district,2124474,121676587
10494,Odisha,2022,4,boudh district,90477,3930821
10495,Odisha,2022,4,gajapati district,116235,6529748
10496,Odisha,2022,4,nayagarh district,303718,12978384
10497,Odisha,2022,4,nabarangpur district,136384,9757473
10498,Odisha,2022,4,kendrapara district,448239,22329029
10499,Odisha,2022,4,cuttack district,1190925,60660007
10500,Odisha,2023,1,rayagada district,244361,41877308
10501,Odisha,2023,1,koraput district,272545,76368959
10502,Odisha,2023,1,malkangiri district,97476,33570173
10503,Odisha,2023,1,sambalpur district,410880,34949887
10504,Odisha,2023,1,kalahandi district,346059,52355760
10505,Odisha,2023,1,anugul district,509422,26034792
10506,Odisha,2023,1,ganjam district,1156695,48949213
10507,Odisha,2023,1,jajapur district,779435,14136512
10508,Odisha,2023,1,bargarh district,349731,32727699
10509,Odisha,2023,1,dhenkanal district,408554,32611252
10510,Odisha,2023,1,bhadrak district,587089,10221519
10511,Odisha,2023,1,nuapada district,116868,27717325
10512,Odisha,2023,1,kendujhar district,573097,56965598
10513,Odisha,2023,1,mayurbhanj district,519691,62295715
10514,Odisha,2023,1,jharsuguda district,286528,14203446
10515,Odisha,2023,1,kandhamal district,135276,26810679
10516,Odisha,2023,1,deogarh district,60935,13180411
10517,Odisha,2023,1,sundargarh district,721849,65121077
10518,Odisha,2023,1,jagatsinghapur district,478526,7618009
10519,Odisha,2023,1,balangir district,386539,45307557
10520,Odisha,2023,1,baleshwar district,890218,17216027
10521,Odisha,2023,1,puri district,687988,16373208
10522,Odisha,2023,1,sonepur district,153663,17078413
10523,Odisha,2023,1,khordha district,2220922,21174048
10524,Odisha,2023,1,boudh district,94733,14508664
10525,Odisha,2023,1,gajapati district,121770,25202832
10526,Odisha,2023,1,nayagarh district,317861,14302029
10527,Odisha,2023,1,nabarangpur district,142795,54308662
10528,Odisha,2023,1,kendrapara district,469483,10361321
10529,Odisha,2023,1,cuttack district,1246094,15939538
10530,Odisha,2023,2,rayagada district,255351,45924966
10531,Odisha,2023,2,koraput district,284656,79604370
10532,Odisha,2023,2,malkangiri district,102207,34648451
10533,Odisha,2023,2,sambalpur district,428364,28891094
10534,Odisha,2023,2,kalahandi district,362348,53565366
10535,Odisha,2023,2,anugul district,531744,28623488
10536,Odisha,2023,2,ganjam district,1206180,50277700
10537,Odisha,2023,2,jajapur district,812448,16119391
10538,Odisha,2023,2,bargarh district,365839,30351267
10539,Odisha,2023,2,dhenkanal district,426807,34708000
10540,Odisha,2023,2,bhadrak district,612055,10411492
10541,Odisha,2023,2,nuapada district,122535,25734882
10542,Odisha,2023,2,kendujhar district,598879,50839178
10543,Odisha,2023,2,mayurbhanj district,544278,60545972
10544,Odisha,2023,2,jharsuguda district,298784,13488327
10545,Odisha,2023,2,kandhamal district,141530,27111324
10546,Odisha,2023,2,deogarh district,63936,12027190
10547,Odisha,2023,2,sundargarh district,752827,63031631
10548,Odisha,2023,2,jagatsinghapur district,498811,8373184
10549,Odisha,2023,2,balangir district,404297,47903145
10550,Odisha,2023,2,baleshwar district,928537,16606784
10551,Odisha,2023,2,puri district,716985,15127178
10552,Odisha,2023,2,sonepur district,160775,14353933
10553,Odisha,2023,2,khordha district,2305026,17260945
10554,Odisha,2023,2,boudh district,99233,17947634
10555,Odisha,2023,2,gajapati district,127250,24501529
10556,Odisha,2023,2,nayagarh district,331761,14169514
10557,Odisha,2023,2,nabarangpur district,149899,49295614
10558,Odisha,2023,2,kendrapara district,489599,11413659
10559,Odisha,2023,2,cuttack district,1297120,15592723
10560,Puducherry,2018,1,karaikal district,3628,0
10561,Puducherry,2018,1,puducherry district,42117,0
10562,Puducherry,2018,1,yanam district,2500,0
10563,Puducherry,2018,1,mahe district,1073,0
10564,Puducherry,2018,2,karaikal district,5393,0
10565,Puducherry,2018,2,puducherry district,55513,0
10566,Puducherry,2018,2,yanam district,3232,0
10567,Puducherry,2018,2,mahe district,1442,0
10568,Puducherry,2018,3,karaikal district,7174,0
10569,Puducherry,2018,3,puducherry district,68634,0
10570,Puducherry,2018,3,yanam district,3926,0
10571,Puducherry,2018,3,mahe district,1812,0
10572,Puducherry,2018,4,karaikal district,9578,0
10573,Puducherry,2018,4,puducherry district,92629,0
10574,Puducherry,2018,4,yanam district,4901,0
10575,Puducherry,2018,4,mahe district,2386,0
10576,Puducherry,2019,1,karaikal district,11549,0
10577,Puducherry,2019,1,puducherry district,112798,0
10578,Puducherry,2019,1,yanam district,5814,0
10579,Puducherry,2019,1,mahe district,2898,0
10580,Puducherry,2019,2,karaikal district,13827,45356
10581,Puducherry,2019,2,puducherry district,132703,566583
10582,Puducherry,2019,2,yanam district,6485,39930
10583,Puducherry,2019,2,mahe district,3443,10063
10584,Puducherry,2019,3,karaikal district,15875,175756
10585,Puducherry,2019,3,puducherry district,150642,2105679
10586,Puducherry,2019,3,yanam district,7342,158152
10587,Puducherry,2019,3,mahe district,4009,37335
10588,Puducherry,2019,4,karaikal district,18134,230172
10589,Puducherry,2019,4,puducherry district,173175,2763947
10590,Puducherry,2019,4,yanam district,8287,220025
10591,Puducherry,2019,4,mahe district,4696,48978
10592,Puducherry,2020,1,karaikal district,20775,261910
10593,Puducherry,2020,1,puducherry district,195398,3223716
10594,Puducherry,2020,1,yanam district,9266,278779
10595,Puducherry,2020,1,mahe district,5469,56538
10596,Puducherry,2020,2,karaikal district,23612,239666
10597,Puducherry,2020,2,puducherry district,215429,2472371
10598,Puducherry,2020,2,yanam district,10164,283991
10599,Puducherry,2020,2,mahe district,6395,61580
10600,Puducherry,2020,3,karaikal district,26910,303955
10601,Puducherry,2020,3,puducherry district,239707,3437500
10602,Puducherry,2020,3,yanam district,11054,396823
10603,Puducherry,2020,3,mahe district,7502,83881
10604,Puducherry,2020,4,karaikal district,30982,444319
10605,Puducherry,2020,4,puducherry district,267946,5242950
10606,Puducherry,2020,4,yanam district,12131,565602
10607,Puducherry,2020,4,mahe district,8567,124265
10608,Puducherry,2021,1,karaikal district,33876,582052
10609,Puducherry,2021,1,puducherry district,290107,6568964
10610,Puducherry,2021,1,yanam district,13005,612423
10611,Puducherry,2021,1,mahe district,9291,151068
10612,Puducherry,2021,2,karaikal district,36328,493882
10613,Puducherry,2021,2,puducherry district,309892,4103659
10614,Puducherry,2021,2,yanam district,13854,479412
10615,Puducherry,2021,2,mahe district,9887,101963
10616,Puducherry,2021,3,karaikal district,39011,657821
10617,Puducherry,2021,3,puducherry district,332193,5490447
10618,Puducherry,2021,3,yanam district,14823,611578
10619,Puducherry,2021,3,mahe district,10582,139746
10620,Puducherry,2021,4,karaikal district,41695,1155805
10621,Puducherry,2021,4,puducherry district,354425,11785427
10622,Puducherry,2021,4,yanam district,15809,1029025
10623,Puducherry,2021,4,mahe district,11238,287311
10624,Puducherry,2022,1,karaikal district,44201,667015
10625,Puducherry,2022,1,puducherry district,375238,2813406
10626,Puducherry,2022,1,yanam district,16747,383417
10627,Puducherry,2022,1,mahe district,11865,74819
10628,Puducherry,2022,2,karaikal district,46573,782743
10629,Puducherry,2022,2,puducherry district,394977,2718826
10630,Puducherry,2022,2,yanam district,17644,253293
10631,Puducherry,2022,2,mahe district,12469,75428
10632,Puducherry,2022,3,karaikal district,49034,1156331
10633,Puducherry,2022,3,puducherry district,415847,2728263
10634,Puducherry,2022,3,yanam district,18606,212475
10635,Puducherry,2022,3,mahe district,13083,89842
10636,Puducherry,2022,4,karaikal district,51364,2116333
10637,Puducherry,2022,4,puducherry district,436067,20318650
10638,Puducherry,2022,4,yanam district,19579,1250177
10639,Puducherry,2022,4,mahe district,13639,459024
10640,Puducherry,2023,1,karaikal district,53685,847974
10641,Puducherry,2023,1,puducherry district,455449,2294926
10642,Puducherry,2023,1,yanam district,20481,289219
10643,Puducherry,2023,1,mahe district,14204,66310
10644,Puducherry,2023,2,karaikal district,55776,1345030
10645,Puducherry,2023,2,puducherry district,472714,2135001
10646,Puducherry,2023,2,yanam district,21261,267732
10647,Puducherry,2023,2,mahe district,14680,69278
10648,Punjab,2018,1,shahid bhagat singh nagar district,7519,0
10649,Punjab,2018,1,fazilka district,44823,0
10650,Punjab,2018,1,barnala district,12242,0
10651,Punjab,2018,1,mansa district,20521,0
10652,Punjab,2018,1,ludhiana district,168625,0
10653,Punjab,2018,1,sri muktsar sahib district,21239,0
10654,Punjab,2018,1,patiala district,66507,0
10655,Punjab,2018,1,pathankot district,20420,0
10656,Punjab,2018,1,fatehgarh sahib district,14764,0
10657,Punjab,2018,1,rupnagar district,17004,0
10658,Punjab,2018,1,tarn taran district,11244,0
10659,Punjab,2018,1,sas nagar district,121113,0
10660,Punjab,2018,1,sangrur district,37485,0
10661,Punjab,2018,1,jalandhar district,57808,0
10662,Punjab,2018,1,bathinda district,52466,0
10663,Punjab,2018,1,kapurthala district,18281,0
10664,Punjab,2018,1,firozepur district,19987,0
10665,Punjab,2018,1,gurdaspur district,21372,0
10666,Punjab,2018,1,amritsar district,59685,0
10667,Punjab,2018,1,faridkot district,14795,0
10668,Punjab,2018,1,hoshiarpur district,25348,0
10669,Punjab,2018,1,moga district,13894,0
10670,Punjab,2018,2,shahid bhagat singh nagar district,10332,0
10671,Punjab,2018,2,fazilka district,60134,0
10672,Punjab,2018,2,barnala district,16405,0
10673,Punjab,2018,2,mansa district,27053,0
10674,Punjab,2018,2,ludhiana district,230404,0
10675,Punjab,2018,2,sri muktsar sahib district,28590,0
10676,Punjab,2018,2,patiala district,90123,0
10677,Punjab,2018,2,pathankot district,29096,0
10678,Punjab,2018,2,fatehgarh sahib district,20549,0
10679,Punjab,2018,2,rupnagar district,23246,0
10680,Punjab,2018,2,tarn taran district,15514,0
10681,Punjab,2018,2,sas nagar district,161605,0
10682,Punjab,2018,2,sangrur district,50749,0
10683,Punjab,2018,2,jalandhar district,79991,0
10684,Punjab,2018,2,bathinda district,70948,0
10685,Punjab,2018,2,kapurthala district,24556,0
10686,Punjab,2018,2,firozepur district,27110,0
10687,Punjab,2018,2,gurdaspur district,29910,0
10688,Punjab,2018,2,amritsar district,82735,0
10689,Punjab,2018,2,faridkot district,19714,0
10690,Punjab,2018,2,hoshiarpur district,34576,0
10691,Punjab,2018,2,moga district,18850,0
10692,Punjab,2018,3,shahid bhagat singh nagar district,13651,0
10693,Punjab,2018,3,fazilka district,73785,0
10694,Punjab,2018,3,barnala district,20578,0
10695,Punjab,2018,3,mansa district,32798,0
10696,Punjab,2018,3,ludhiana district,296414,0
10697,Punjab,2018,3,sri muktsar sahib district,35579,0
10698,Punjab,2018,3,patiala district,113902,0
10699,Punjab,2018,3,pathankot district,37880,0
10700,Punjab,2018,3,fatehgarh sahib district,26642,0
10701,Punjab,2018,3,rupnagar district,30201,0
10702,Punjab,2018,3,tarn taran district,21326,0
10703,Punjab,2018,3,sas nagar district,201458,0
10704,Punjab,2018,3,sangrur district,64978,0
10705,Punjab,2018,3,jalandhar district,104824,0
10706,Punjab,2018,3,bathinda district,88508,0
10707,Punjab,2018,3,kapurthala district,31128,0
10708,Punjab,2018,3,firozepur district,34756,0
10709,Punjab,2018,3,gurdaspur district,39920,0
10710,Punjab,2018,3,amritsar district,108935,0
10711,Punjab,2018,3,faridkot district,25150,0
10712,Punjab,2018,3,hoshiarpur district,45862,0
10713,Punjab,2018,3,moga district,24873,0
10714,Punjab,2018,4,shahid bhagat singh nagar district,17534,0
10715,Punjab,2018,4,fazilka district,89590,0
10716,Punjab,2018,4,barnala district,25961,0
10717,Punjab,2018,4,mansa district,39841,0
10718,Punjab,2018,4,ludhiana district,378237,0
10719,Punjab,2018,4,sri muktsar sahib district,44046,0
10720,Punjab,2018,4,patiala district,142989,0
10721,Punjab,2018,4,pathankot district,49244,0
10722,Punjab,2018,4,fatehgarh sahib district,33652,0
10723,Punjab,2018,4,rupnagar district,38623,0
10724,Punjab,2018,4,tarn taran district,27566,0
10725,Punjab,2018,4,sas nagar district,250733,0
10726,Punjab,2018,4,sangrur district,82334,0
10727,Punjab,2018,4,jalandhar district,135966,0
10728,Punjab,2018,4,bathinda district,109505,0
